zipcode,1,2,3,4,5,6,Total_Returns,Bracket_1_Percentage,Bracket_2_Percentage,Bracket_3_Percentage,Bracket_4_Percentage,Bracket_5_Percentage,Bracket_6_Percentage,average
11367,7800.0,4010.0,2600.0,1620.0,2100.0,600.0,18730.0,0.4164442071542979,0.21409503470368393,0.1388147357180993,0.08649225840896957,0.11211959423384944,0.03203416978109984,2.359850507207688
11368,28810.0,12220.0,4800.0,1780.0,1220.0,90.0,48920.0,0.58892068683565,0.24979558462796403,0.09811937857726902,0.03638593622240392,0.024938675388389207,0.001839738348323794,1.6641455437448895
11369,9020.0,4530.0,2170.0,1050.0,920.0,90.0,17780.0,0.5073115860517435,0.2547806524184477,0.1220472440944882,0.05905511811023622,0.05174353205849269,0.005061867266591676,1.908323959505062
11370,6110.0,3110.0,1710.0,1000.0,1190.0,180.0,13300.0,0.45939849624060153,0.23383458646616542,0.12857142857142856,0.07518796992481203,0.08947368421052632,0.013533834586466165,2.1421052631578945
11372,16460.0,8350.0,4610.0,2440.0,2750.0,640.0,35250.0,0.46695035460992906,0.23687943262411348,0.13078014184397163,0.06921985815602837,0.07801418439716312,0.018156028368794326,2.108936170212766
11373,28340.0,12160.0,5540.0,2580.0,2300.0,310.0,51230.0,0.5531914893617021,0.23736092133515518,0.10813976185828617,0.05036111653328128,0.04489556900253758,0.006051141909037674,1.8145617802069098
11374,8110.0,4790.0,3690.0,2430.0,3150.0,700.0,22870.0,0.3546130301705291,0.2094446873633581,0.16134674245736774,0.10625273283777875,0.13773502404897245,0.03060778312199388,2.554875382597289
11375,9270.0,6000.0,5650.0,4410.0,7280.0,3160.0,35770.0,0.2591557170813531,0.16773832820799553,0.15795359239586246,0.1232876712328767,0.2035225048923679,0.08834218618954431,3.1093094772155436
11377,21790.0,10990.0,5960.0,3180.0,3310.0,500.0,45730.0,0.4764924557183468,0.24032363874917997,0.1303301989940958,0.06953859610758802,0.0723813689044391,0.010933741526350318,2.0537940083096435
11378,6840.0,3960.0,2520.0,1630.0,2180.0,400.0,17530.0,0.390188248716486,0.22589845978322876,0.1437535653166001,0.09298345693097547,0.12435824301197947,0.022818026240730177,2.403879064460924
11379,5600.0,3560.0,2800.0,1930.0,3110.0,690.0,17690.0,0.3165630299604296,0.20124364047484455,0.1582815149802148,0.10910118711136235,0.1758055398530243,0.03900508762012436,2.7433578292820804
11385,20700.0,12640.0,7330.0,3750.0,4150.0,540.0,49110.0,0.4215027489309713,0.2573813887192018,0.14925677051517003,0.07635919364691508,0.08450417430258603,0.010995723885155772,2.17796782732641
11411,3850.0,2740.0,1790.0,1050.0,1250.0,130.0,10810.0,0.3561517113783534,0.2534690101757632,0.16558741905642924,0.0971322849213691,0.11563367252543941,0.012025901942645698,2.398704902867715
11412,7650.0,5340.0,2940.0,1560.0,1500.0,110.0,19100.0,0.4005235602094241,0.27958115183246074,0.15392670157068064,0.08167539267015707,0.07853403141361257,0.005759162303664921,2.1753926701570685
11413,8160.0,5740.0,3400.0,2090.0,2140.0,190.0,21720.0,0.3756906077348066,0.26427255985267034,0.15653775322283608,0.09622467771639043,0.09852670349907919,0.008747697974217311,2.303867403314917
11414,3830.0,2750.0,2190.0,1630.0,2340.0,500.0,13240.0,0.2892749244712991,0.20770392749244712,0.16540785498489427,0.12311178247734139,0.17673716012084592,0.0377643504531722,2.8036253776435043
11415,2930.0,2150.0,1710.0,1130.0,1380.0,310.0,9610.0,0.3048907388137357,0.22372528616024975,0.17793964620187305,0.11758584807492195,0.14360041623309053,0.03225806451612903,2.6680541103017688
11416,6180.0,3250.0,1490.0,650.0,560.0,40.0,12170.0,0.5078060805258833,0.26705012325390304,0.12243221035332785,0.05341002465078061,0.04601479046836483,0.003286770747740345,1.8726376335250614
11417,6440.0,3710.0,2060.0,1090.0,1300.0,130.0,14730.0,0.43720298710115413,0.25186693822131706,0.13985064494229463,0.07399864222674814,0.08825526137135098,0.008825526137135099,2.15071283095723
11418,8310.0,4460.0,2260.0,1120.0,1310.0,210.0,17670.0,0.4702886247877759,0.2524052065647991,0.1279003961516695,0.06338426711941143,0.07413695529145445,0.011884550084889643,2.0543293718166384
11419,11910.0,6250.0,2710.0,1240.0,990.0,100.0,23200.0,0.5133620689655173,0.26939655172413796,0.1168103448275862,0.05344827586206897,0.04267241379310345,0.004310344827586207,1.855603448275862
11420,10140.0,6280.0,3150.0,1650.0,1570.0,140.0,22930.0,0.4422154382904492,0.2738770170082861,0.13737461840383777,0.07195813344962931,0.06846925425207152,0.006105538595726123,2.0689053641517665
11421,9410.0,5210.0,2700.0,1390.0,1410.0,120.0,20240.0,0.46492094861660077,0.2574110671936759,0.13339920948616601,0.06867588932806325,0.06966403162055336,0.005928853754940711,2.0385375494071143
11422,6130.0,4360.0,2640.0,1510.0,1690.0,170.0,16500.0,0.3715151515151515,0.2642424242424242,0.16,0.09151515151515152,0.10242424242424242,0.010303030303030303,2.3200000000000003
11423,6380.0,4060.0,2140.0,1150.0,1180.0,280.0,15190.0,0.42001316655694537,0.2672811059907834,0.14088215931533904,0.07570770243581304,0.07768268597761685,0.018433179723502304,2.1790651744568796
11426,3250.0,1870.0,1300.0,970.0,1620.0,280.0,9290.0,0.34983853606027987,0.20129171151776104,0.13993541442411195,0.10441334768568353,0.1743810548977395,0.030139935414424113,2.6426264800861143
11427,4170.0,2750.0,1810.0,1150.0,1470.0,350.0,11700.0,0.3564102564102564,0.23504273504273504,0.1547008547008547,0.09829059829059829,0.12564102564102564,0.029914529914529916,2.491452991452991
11428,3890.0,2600.0,1430.0,910.0,1010.0,100.0,9940.0,0.39134808853118713,0.26156941649899396,0.14386317907444668,0.09154929577464789,0.10160965794768612,0.01006036217303823,2.280684104627767
11429,5400.0,3730.0,1940.0,1080.0,960.0,80.0,13190.0,0.4094010614101592,0.28278999241849884,0.1470811220621683,0.08188021228203184,0.07278241091736164,0.006065200909780136,2.1440485216072784
11432,13700.0,6750.0,3360.0,1750.0,2050.0,670.0,28280.0,0.48444130127298446,0.23868458274398868,0.1188118811881188,0.06188118811881188,0.0724893917963225,0.02369165487977369,2.0703677510608207
11433,8050.0,4450.0,2030.0,950.0,730.0,70.0,16280.0,0.49447174447174447,0.27334152334152334,0.1246928746928747,0.05835380835380835,0.04484029484029484,0.0042997542997543,1.8986486486486487
11434,13110.0,9140.0,5240.0,2650.0,2100.0,140.0,32380.0,0.4048795552810377,0.28227300802964794,0.16182828906732552,0.08184064237183447,0.06485484867201977,0.004323656578134651,2.132489190858555
11435,12050.0,6540.0,3690.0,1930.0,1790.0,220.0,26220.0,0.4595728451563692,0.2494279176201373,0.14073226544622425,0.07360793287566743,0.06826849733028223,0.008390541571319604,2.066742944317315
11436,4180.0,2660.0,1410.0,670.0,590.0,30.0,9540.0,0.4381551362683438,0.27882599580712786,0.14779874213836477,0.07023060796645703,0.06184486373165619,0.0031446540880503146,2.048218029350105
11691,11260.0,5730.0,2650.0,1210.0,1290.0,280.0,22420.0,0.5022301516503123,0.25557537912578054,0.11819803746654772,0.05396966993755575,0.05753791257805531,0.012488849241748439,1.9464763603925066
11692,4130.0,2290.0,1080.0,520.0,540.0,90.0,8650.0,0.4774566473988439,0.26473988439306356,0.12485549132947976,0.06011560693641618,0.06242774566473988,0.010404624277456647,1.9965317919075143
11693,2360.0,1270.0,820.0,510.0,670.0,70.0,5700.0,0.41403508771929826,0.22280701754385965,0.14385964912280702,0.08947368421052632,0.11754385964912281,0.012280701754385965,2.310526315789474
11694,2710.0,1660.0,1200.0,910.0,1630.0,690.0,8800.0,0.3079545454545455,0.18863636363636363,0.13636363636363635,0.10340909090909091,0.18522727272727274,0.07840909090909091,2.9045454545454543
11697,470.0,260.0,290.0,260.0,530.0,230.0,2040.0,0.23039215686274508,0.12745098039215685,0.14215686274509803,0.12745098039215685,0.25980392156862747,0.11274509803921569,3.397058823529412
